category_id,category_level1,category_level2,category_level3,counts
1000003039,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MACHINE OUTIL,SCIE ELECTRIQUE,2064
1000017071,TATOUAGE - PIERCING,BIJOU PIERCING,PLUG - TUNNEL,2064
1000002601,MEUBLE,MEUBLE DE SEJOUR - ENTREE,MEUBLE A CHAUSSURES,2056
1000008778,JEUX - JOUETS,DEGUISEMENT - SPECTACLE,BIJOUX DEGUISEMENT,2051
1000001842,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,TULLE - NOEUD - RUBAN - FICELLE,2051
1000014128,LIBRAIRIE,ENTREPRISE - MARKETING - FINANCE,GESTION ,2050
1000015470,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,KIT DE DECORATION - PACK DE DECORATION,2044
1000019002,SPORT,CAMPING - CAMP DE BASE,COUTEAU MULTIFONCTIONS - ACCESSOIRES DE COUTEAU MULTIFONCTIONS,2044
1000016704,HYGIENE - BEAUTE - PARFUM,ONGLERIE,GEL UV POUR ONGLES,2040
1000019071,SPORT,SPORT DE MONTAGNE,MASQUE DE SKI - MASQUE DE SNOWBOARD,2036
1000015716,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CASSEROLE,2033
1000016526,ANIMALERIE,VETEMENT - ACCESSOIRE,MANTEAU,2030
1000008805,JEUX - JOUETS,JOUET D'IMITATION,IMITATION INSTRUMENT MUSIQUE,2028
1000002827,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,SIGNALETIQUE EXTERIEUR - SIGNALETIQUE D'ADRESSE - NUMERO DE PORTE - NUMERO DE MAISON - CHIFFRE DE RUE,2024
1000010778,PHOTO - OPTIQUE,CAMESCOPE,CAMERA MINIATURE - CAMERA ESPION,2024
1000021436,BIJOUX -  LUNETTES - MONTRES,MONTRES,REMONTOIR DE MONTRE AUTOMATIQUE,2021
1000002975,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,DOUILLE,2020
1000002876,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,CHEVILLE - FIXATION FACILE,2012
1000005330,AUTO - MOTO,PORTAGE - REMORQUAGE,BOITIER D'ATTELAGE - ROTULE ATTELAGE,2009
1000018521,JEUX VIDEO,JEUX VIDEO,XBOX 360,2005
1000011345,TV - VIDEO - SON,LECTEUR MUSIQUE,RADIO REVEIL,2001
1000006058,AUTO - MOTO,PIECES,VILEBREQUIN,2000
1000007158,SPORT,MULTISPORT,SAC A DOS TECHNIQUE,1999
1000001974,JARDIN - PISCINE,MEUBLES D'EXTERIEUR - DE JARDIN,TABLE DE JARDIN VENDUE SEULE,1997
1000015543,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SECURITE MAISON,CAMERA IP,1992
1000003938,INFORMATIQUE,COMPOSANT - PIECE DETACHEE,CARTE MERE,1984
1000012791,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,PRISE,1983
1000010610,TELEPHONIE - GPS,SMARTPHONE - MOBILE,TELEPHONE PORTABLE,1981
1000008864,JEUX - JOUETS,JEUX DE SOCIETE,JEU DE MAGIE - KIT MAGIE,1977
1000004371,PARAPHARMACIE,COMPLEMENTS ALIMENTAIRES - THE INFUSION SANTE,COMPLEMENT TONUS - COMPLEMENT VITALITE,1976
1000007265,SPORT,CYCLES,ACCESSOIRES VELO - DECORATION VELO,1972
1000014096,LIBRAIRIE,DROIT,DROIT INTERNATIONAL,1972
1000014905,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PETITES FOURNITURES,SUPPORT A DECORER,1968
1000001945,JARDIN - PISCINE,LUMINAIRE D'EXTERIEUR,LAMPADAIRE DE JARDIN - LAMPE DE JARDIN,1968
1000016212,ANIMALERIE,ACCESSOIRE POUR REPAS,GAMELLE - ECUELLE - ACCESSOIRE DE GAMELLE - ACCESSOIRE ECUELLE,1966
1000001750,DECO - LINGE - LUMINAIRE,LINGE DE TOILETTE,PEIGNOIR - SORTIE DE BAIN  (HORS PUERICULTURE),1960
1000019520,MEUBLE,ACCESSOIRE DE MEUBLE,CINTRE,1956
1000013366,ELECTRONIQUE,COMPOSANTS PASSIFS,RESISTANCE,1945
1000006384,SPORT,CYCLES,PNEU - BOYAU - CHAMBRE A AIR,1944
1000002363,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE PETIT DEJEUNER,CAFETIERE - THEIERE - CHOCOLATIERE,1944
1000003031,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MACHINE OUTIL,PERCEUSE,1943
1000002308,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,SERVICE COMPLET - SERVICE DE TABLE,1942
1000005740,AUTO - MOTO,PIECES,BLOC MOTEUR,1932
1000011048,TV - VIDEO - SON,VIDEOPROJECTION,VIDEOPROJECTEUR,1929
1000007316,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,COUVERTURE DE PROTECTION VEHICULE - BACHE VEHICULE,1924
1000006706,SPORT,PECHE,CANNE A PECHE,1922
1000008854,JEUX - JOUETS,JEUX DE SOCIETE,CARTE DE JEU - PORTE-CARTE DE JEU -CAHIER RANGE-CARTE DE JEU,1920
1000014107,LIBRAIRIE,ENSEIGNEMENT,ENSEIGNEMENT BAC PRO - CAP - BEP ,1915
1000013007,DECO - LINGE - LUMINAIRE,OBJET DE DECORATION - BIBELOT,DECORATION DE TABLE - CENTRE DE TABLE,1915
1000002858,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,JOINT D'ETANCHEITE - MASTIC D'ETANCHEITE,1912
1000003950,INFORMATIQUE,PERIPHERIQUE PC,AUTRES PERIPHERIQUES USB,1910
1000017915,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,PLAQUE DE PRISE - CADRE DE FINITION POUR PRISE - PLAQUE D'INTERRUPTEUR - CADRE DE FINITION POUR INTERRUPTEUR,1904
1000017838,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL A MAIN,CLE MIXTE,1897
1000001733,DECO - LINGE - LUMINAIRE,LINGE DE LIT,JETEE DE LIT - BOUTIS - COUVRE-LIT,1892
1000013029,DECO - LINGE - LUMINAIRE,OBJET DE DECORATION - BIBELOT,PARAVENT,1891
1000001960,JARDIN - PISCINE,MEUBLES D'EXTERIEUR - DE JARDIN,CHAISE LONGUE - TRANSAT - BAIN DE SOLEIL,1890
1000014688,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,BLOC NOTE - BLOC DE FEUILLES,1885
1000010587,TELEPHONIE - GPS,ACCESSOIRE GPS,FILM DE PROTECTION GPS,1880
1000014730,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,PAPIER IMPRIMANTE - RAMETTE - ROULEAU,1874
1000013023,DECO - LINGE - LUMINAIRE,OBJET DE DECORATION - BIBELOT,TIRELIRE,1873
1000001704,DECO - LINGE - LUMINAIRE,COUSSIN ET HOUSSE,COUSSIN DE CHAISE - GALETTE DE CHAISE,1866
1000005818,AUTO - MOTO,PIECES,COMBINE RESSORTS - KIT DE SUSPENSION - COUPELLE DE SUSPENSION - BUTEE DE SUSPENSION,1855
1000002371,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE PETIT DEJEUNER,SERVICE A CAFE - SERVICE A THE,1844
1000017887,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SANITAIRE - PLOMBERIE,RECEVEUR DE DOUCHE,1840
1000003934,INFORMATIQUE,COMPOSANT - PIECE DETACHEE,BLOC D'ALIMENTATION INTERNE,1838
1000010998,TV - VIDEO - SON,LECTEUR MUSIQUE,LECTEUR MP3,1838
1000001775,DECO - LINGE - LUMINAIRE,LINGE DE TABLE - CUISINE,TORCHON - ESSUIE-MAIN,1836
1000002486,ART DE LA TABLE - ARTICLES CULINAIRES,VAISSELLE JETABLE,ASSIETTE JETABLE,1834
1000012141,MERCERIE,CONSOMMABLE COUTURE,FIL A BRODER OU A COUDRE - NUANCIER,1832
1000016702,HYGIENE - BEAUTE - PARFUM,ONGLERIE,FAUX ONGLES - CAPSULE - TIPS - FORME - PROTHESE,1817
1000001925,JARDIN - PISCINE,CUISINE EXTERIEURE,BARBECUE,1817
1000013121,DECO - LINGE - LUMINAIRE,LINGE DE LIT,DRAP PLAT,1816
1000015226,JARDIN - PISCINE,CULTURE INDOOR,ECLAIRAGE - BALLAST - LAMPE DE CULTURE - KIT ECLAIRAGE - REFLECTEUR - TUBE NEON,1816
1000015744,LITERIE,ACCESSOIRES LITERIE,CHEVET,1813
1000004396,PARAPHARMACIE,COMPLEMENTS ALIMENTAIRES - THE INFUSION SANTE,COMPLEMENT DEFENSE IMMUNITAIRE - COMPLEMENT RENFORCEMENT DE L'ORGANISME,1808
1000002979,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,DISJONCTEUR - ACCESSOIRE DISJONCTEUR,1805
1000014148,LIBRAIRIE,HISTOIRE - GEOGRAPHIE,GEOGRAPHIE,1804
1000005633,AUTO - MOTO,OUTILLAGE,DOUILLES - EMBOUTS,1802
1000002968,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,MULTIPRISE,1801
1000018330,MUSIQUE,VINYLE,VINYLE POP ROCK - VINYLE ROCK INDE,1800
1000004275,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,TATOUAGES - BIJOUX DE CORPS - BIJOUX DE CHEVEUX,1799
1000016262,ANIMALERIE,AMENAGEMENT TECHNIQUE DE L'HABITAT,FILTRE A AIR - FILTRE A EAU,1797
1000010549,CHAUSSURES - ACCESSOIRES,BOTTES - BOTTINES,BOTTILLON,1796
1000006314,SPORT,CAMPING - CAMP DE BASE,SAC DE COUCHAGE,1792
1000007477,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SECURITE - PROTECTION CHANTIER,VETEMENT DE PROTECTION,1788
1000005465,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,ALLUME CIGARE - PRISE ALLUME-CIGARE,1786
1000015658,BIJOUX -  LUNETTES - MONTRES,BIJOUX,PRESENTOIR A BIJOUX,1784
1000014726,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,PAPIER CREATIF - AQUARELLE - BANANE - CHANVRE - DU MONDE - FAIT-MAIN - FOSCARI,1784
1000005734,AUTO - MOTO,PIECES,BEQUILLE CENTRALE - BEQUILLE LATERALE,1775
1000004311,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,MASCARA ,1770
1000014816,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PEINTURE,PEINTURE A L'HUILE,1768
1000002544,MEUBLE,MEUBLE DE BUREAU,MEUBLE CLASSEUR - MEUBLE DOSSIER SUSPENDU - MEUBLE RAYONNAGE,1767
1000003468,ART DE LA TABLE - ARTICLES CULINAIRES,REPAS NOMADE,LUNCH BOX - BOITE A REPAS,1765
1000004411,PARAPHARMACIE,COMPLEMENTS ALIMENTAIRES - THE INFUSION SANTE,COMPLEMENT MINCEUR - COMPLEMENT DRAINAGE - COMPLEMENT BRULEUR DE GRAISSE,1764
1000019382,SPORT,CYCLES,CASQUE DE VELO,1760
1000005866,AUTO - MOTO,PIECES,ETRIER DE FREIN,1758
1000005746,AUTO - MOTO,PIECES,BOITE A AIR,1755
1000003778,ELECTROMENAGER,TRAITEMENT DE L AIR,VENTILATEUR,1752
1000012420,DECO - LINGE - LUMINAIRE,ACCESSOIRE SALLE DE BAIN,PORTE SERVIETTE,1752
1000018897,SPORT,NUTRITION SPORTIVE,PROTEINE,1751
1000005944,AUTO - MOTO,PIECES,MOTEUR COMPLET,1748
1000002964,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,COMPOSANT DE TABLEAU ELECTRIQUE - MODULE,1740
1000010410,CHAUSSURES - ACCESSOIRES,ACCESSOIRES CHAUSSURES,LACET DE CHAUSSURE,1739
1000005605,AUTO - MOTO,OUTILLAGE,CHARGEUR DE BATTERIE,1739
1000019570,DECO - LINGE - LUMINAIRE,DECORATION DE NOEL,BOULE DE NOEL,1731
1000006398,SPORT,CYCLES,SELLE - TIGE DE SELLE,1726
1000010451,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,CLOU - POINTE,1723
1000019645,PHOTO - OPTIQUE,CAMESCOPE,CAMERA SPORT - CAMERA FRONTALE,1720
1000001941,JARDIN - PISCINE,LUMINAIRE D'EXTERIEUR,BALISE SOLAIRE - BORNE SOLAIRE,1720
1000000424,PUERICULTURE,PROMENADE-VOYAGE,SAC A LANGER,1717
1000016500,ANIMALERIE,TRANSPORT - DEPLACEMENT - PROMENADE,PANIER DE TRANSPORT - SAC DE TRANSPORT,1716
1000014398,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,CLASSEMENT - ARCHIVAGE,CLASSEUR,1712
1000001861,DECO - LINGE - LUMINAIRE,LUMINAIRE D'INTERIEUR,OBJETS LUMINEUX D INTERIEUR,1708
1000001709,DECO - LINGE - LUMINAIRE,COUSSIN ET HOUSSE,HOUSSE DE CHAISE - HOUSSE DE MEUBLE,1699
1000009667,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SANITAIRE - PLOMBERIE,VANNE - ROBINET DE REGULATION,1696
1000002900,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL DE MESURE,ELECTRICITE (MULTIMETRE - DETECTEUR DE TERRE - TEST PRISE),1696
1000001258,SONO - DJ,AMPLIFICATION ET RESTITUTION DU SON,MICROPHONE DE CHANT - MICRO A MAIN - MICRO CRAVATE - MICRO DYNAMIQUE - ACCESSOIRES MICRO,1693
1000014081,LIBRAIRIE,CUISINE ET VINS,FROMAGE - DESSERTS,1693
1000018707,JEUX - JOUETS,JEUX DE RECRE - JEUX D'EXTERIEUR,BALLE - BOULE - BALLON,1686
1000010619,TELEPHONIE - GPS,TELEPHONIE FIXE,TELEPHONE FIXE - PACK TELEPHONES,1684
1000015664,DECO - LINGE - LUMINAIRE,ACCESSOIRE SALLE DE BAIN,PANIER A LINGE,1684
1000002783,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SANITAIRE - PLOMBERIE,EVIER DE CUISINE,1677
1000005970,AUTO - MOTO,PIECES,POMPE A EAU,1677
1000016290,ANIMALERIE,DECORATION DE L'HABITAT,DECORATION ARTIFICIELLE - FOND DE DECOR,1671
1000000366,PUERICULTURE,JOUET PREMIER AGE,HOCHET,1668
1000002208,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BOUTEILLE ISOTHERME - BOUTEILLE ISOLANTE,1667
1000010591,TELEPHONIE - GPS,ACCESSOIRE GPS,HOUSSE GPS - ETUI GPS,1666
1000004142,INFORMATIQUE,CONSTRUCTION RESEAU,MODEM - ROUTEUR,1665
1000014062,LIBRAIRIE,BRICOLAGE - DECORATION - JARDINAGE,JARDINAGE ,1664
1000002526,MEUBLE,PETIT MEUBLE COMPLEMENT,PETIT MEUBLE DE RANGEMENT,1663
1000006354,SPORT,CYCLES,ECLAIRAGE POUR CYCLE,1662
1000005454,AUTO - MOTO,AIDE A LA CONDUITE - SECURITE,RADAR DE RECUL - CAMERA DE RECUL,1656
1000014075,LIBRAIRIE,CUISINE ET VINS,CUISINE TRADITIONNELLE,1653
1000018154,DECO - LINGE - LUMINAIRE,LINGE A USAGE UNIQUE,SERVIETTE DE TABLE JETABLE - SERVIETTE DE TABLE EN PAPIER INTISSE,1652
1000012426,DECO - LINGE - LUMINAIRE,ACCESSOIRE SALLE DE BAIN,ABATTANT WC - REHAUSSEUR WC,1652
1000002758,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SECURITE - PROTECTION CHANTIER,BACHE,1640
1000001888,JARDIN - PISCINE,AMENAGEMENT EXTERIEUR - DU JARDIN,GAZON ARTIFICIEL,1636
1000018192,JARDIN - PISCINE,LUMINAIRE D'EXTERIEUR,PROJECTEUR EXTERIEUR,1632
1000009932,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,PIECE DETACHEE MATERIEL ELECTRIQUE,1631
1000014465,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,COLLECTION - PHILATELIE - CARTOPHILIE - NUMISMATIQUE,TIMBRE,1629
1000018203,DECO - LINGE - LUMINAIRE,PORTE-MANTEAU - PATERE,PATERE,1629
1000005926,AUTO - MOTO,PIECES,LEVE-VITRE - MECANISME LEVE-VITRE,1621
1000004055,HYGIENE - BEAUTE - PARFUM,CORPS ET VISAGE,GEL DE DOUCHE - GEL DE BAIN - CREME DE DOUCHE - CREME DE BAIN,1613
1000000420,PUERICULTURE,PROMENADE-VOYAGE,PORTE BEBE,1609
1000006728,SPORT,PECHE,MOULINET,1605
1000002301,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE APERITIF - OENOLOGIE,TIRE-BOUCHON - DECAPSULEUR - LIMONADIER,1604
1000002105,JARDIN - PISCINE,PISCINE,BACHE - COUVERTURE - VOLET - ENROULEUR,1601
1000005988,AUTO - MOTO,PIECES,RADIATEUR DE CHAUFFAGE,1600
1000006052,AUTO - MOTO,PIECES,VENTILATEUR DE MOTEUR,1597
1000006458,SPORT,FITNESS - MUSCULATION,BARRE - HALTERE - POIDS,1597
1000001840,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,CONFETTIS - CANON A CONFETTIS ,1595
1000001968,JARDIN - PISCINE,MEUBLES D'EXTERIEUR - DE JARDIN,HAMAC,1595
1000003317,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,QUINCAILLERIE,ADHESIF - BANDE ADHESIVE,1594
1000002904,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL DE MESURE,EQUERRE - COMPAS - REGLE - RAPPORTEUR - TRUSQUIN,1592
1000019081,SPORT,FOOTBALL,SHORT DE FOOTBALL - BERMUDA DE FOOTBALL,1587
1000000638,EPICERIE,DESSERTS - AIDE PATISSERIE,DECORATION PATISSERIE - NAPPAGE PATISSERIE,1585
1000003728,ELECTROMENAGER,REPASSAGE - COUTURE,ACCESSOIRES REPASSAGE - COUTURE - PIECES REPASSAGE - COUTURE,1584
1000014381,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,CARTERIE - CORRESPONDANCE,ENVELOPPE,1580
1000017181,TATOUAGE - PIERCING,BIJOU PIERCING,CLOU PIERCING NEZ,1579
1000006056,AUTO - MOTO,PIECES,VERIN DE HAYON,1573
1000004035,INFORMATIQUE,CONNECTIQUE - ALIMENTATION,HUB,1573
1000001995,JARDIN - PISCINE,JARDINAGE,ENGRAIS,1570
1000014363,AUTO - MOTO,PIECES,COMPTEUR - COMPTE-TOURS,1569
1000001739,DECO - LINGE - LUMINAIRE,LINGE DE LIT,PROTECTION MATELAS - PROTECTION ALESE,1568
1000013364,ELECTRONIQUE,COMPOSANTS PASSIFS,CONDENSATEUR,1566
1000018487,JEUX VIDEO,JEUX VIDEO,DS - DS LITE - DSI - DSI XL,1561
1000015474,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,LAMPION DE DECO DE FETE - LANTERNE DE FETE,1558
1000014390,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,CLASSEMENT - ARCHIVAGE,ALBUM - ALBUM PHOTO,1552
1000002006,JARDIN - PISCINE,JARDINAGE,PLANTE POUSSEE,1544
1000006358,SPORT,CYCLES,FREIN - MATERIEL DE FREINAGE - PATIN DE FREIN,1543
1000003015,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MACHINE OUTIL,FER A SOUDER - POSTE A SOUDER,1542
1000007122,SPORT,TEXTILE TECHNIQUE,PANTALON DE SPORT - TECHNIQUE,1541
1000018029,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,OUTIL A MAIN,PACK OUTIL A MAIN,1540
1000012971,DECO - LINGE - LUMINAIRE,BOUGEOIR - PHOTOPHORE - BOUGIE - SENTEUR,BOUGEOIR,1540
1000015834,DECO - LINGE - LUMINAIRE,LUMINAIRE D'INTERIEUR,VEILLEUSE HORS PUERICULTURE,1539
1000006378,SPORT,CYCLES,PANIER VELO - SACOCHE VELO,1534
1000014109,LIBRAIRIE,ENSEIGNEMENT,ENSEIGNEMENT COLLEGE,1534
1000016302,ANIMALERIE,EDUCATION - ACTIVITE,BAGUETTE DE DRESSAGE - COLLIER DE DRESSAGE,1534
1000004591,INFORMATIQUE,LOGICIELS,LOGICIEL A TELECHARGER,1530
1000014122,LIBRAIRIE,ENTREPRISE - MARKETING - FINANCE,COMPTABILITE - FINANCE,1529
1000000520,PUERICULTURE,SOMMEIL BEBE,EDREDON - COUVERTURE - PLAID BEBE,1523
1000014926,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,SCRAPBOOKING,STICKER SCRAPBOOKING,1520
1000001849,DECO - LINGE - LUMINAIRE,LUMINAIRE D'INTERIEUR,ABAT-JOUR VENDU SEUL,1518
1000012973,DECO - LINGE - LUMINAIRE,BOUGEOIR - PHOTOPHORE - BOUGIE - SENTEUR,PHOTOPHORE - LANTERNE A BOUGIE,1518
1000007083,SPORT,TEXTILE TECHNIQUE,BLOUSON TECHNIQUE - VESTE TECHNIQUE,1517
1000002786,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,SANITAIRE - PLOMBERIE,CABINE DE DOUCHE,1516
1000009671,AUTO - MOTO,PIECES,TURBOCOMPRESSEUR - COMPRESSEUR VOLUMETRIQUE  - TURBINE,1516
1000004281,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,CONTOUR DES LEVRES,1514
1000002264,ART DE LA TABLE - ARTICLES CULINAIRES,DECOUPE DES ALIMENTS,PLANCHE A DECOUPER,1513
1000012513,ARTICLES POUR FUMEUR,CIGARETTE,CENDRIER,1513
1000002818,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,GENIE THERMIQUE - CLIMATIQUE - CHAUFFAGE,THERMOSTAT D'AMBIANCE,1512
1000016585,HYGIENE - BEAUTE - PARFUM,CAPILLAIRE,MASQUE CAPILLAIRE - SOIN CAPILLAIRE,1508
1000005270,AUTO - MOTO,EQUIPEMENT PILOTE,BLOUSON AIRBAG - VESTE AIRBAG - GILET AIRBAG,1507
1000005712,AUTO - MOTO,PIECES,ALTERNATEUR,1503
1000002221,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,FAITOUT - MARMITE,1500
1000002971,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,ELECTRICITE - DOMOTIQUE,MOULURE - GOULOTTE - CACHE FIL - PLINTHE - GAINE RANGE-FIL - CLIPS,1497
1000005940,AUTO - MOTO,PIECES,MECANISME D'EMBRAYAGE,1496
1000002123,JARDIN - PISCINE,PISCINE,PISCINE COMPLETE - KIT PISCINE,1493
1000014349,LIBRAIRIE,ETUDES SUPERIEURES,UNIVERSITAIRE,1492
1000005896,AUTO - MOTO,PIECES,INJECTEUR - SYSTEME D'INJECTION D'ESSENCE - SYSTEME D'INJECTION DIESEL,1490
1000017661,JARDIN - PISCINE,AMENAGEMENT EXTERIEUR - DU JARDIN,TONNELLE - GLORIETTE - BARNUM - ACCESSOIRE DE TONNELLE - ACCESSOIRE DE GLORIETTE - ACCESSOIRE DE BARNUM,1489
1000016224,ANIMALERIE,ALIMENTATION,FRIANDISE,1487
1000001705,DECO - LINGE - LUMINAIRE,COUSSIN ET HOUSSE,HOUSSE DE CANAPE,1487
1000018080,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,CONSOMMABLE,RIVET,1487
1000016908,ELECTROMENAGER,COIFFURE,LISSEUR - PINCE - FER A LISSER,1487
1000019510,MEUBLE,MEUBLE DE SEJOUR - ENTREE,CONSOLE,1484
1000008560,AUTO - MOTO,OUTILLAGE,OUTIL DE DIAGNOSTIC,1484
1000014700,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PAPIER - CAHIER - CARNET,CARNET DE NOTES - CARNET DE BORD,1482
1000016402,ANIMALERIE,JOUET,ARBRE A CHAT,1479
1000010673,TELEPHONIE - GPS,ACCESSOIRE TELEPHONE,OBJECTIF TELEPHONE - ZOOM POUR TELEPHONE,1476
1000010443,BIJOUX -  LUNETTES - MONTRES,LUNETTES,LENTILLES DE CONTACT - LENTILLES DE COULEUR,1474
1000012416,DECO - LINGE - LUMINAIRE,ACCESSOIRE SALLE DE BAIN,PORTE ACCESSOIRE DE SALLE DE BAIN,1468
1000002348,ART DE LA TABLE - ARTICLES CULINAIRES,SERVICE DE TABLE,SALADIER,1468
1000006364,SPORT,CYCLES,GUIDON,1463
1000015452,DECO - LINGE - LUMINAIRE,ARTICLES - DECORATION DE FETE ,BOUGIE ANNIVERSAIRE,1456
1000002688,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,GENIE THERMIQUE - CLIMATIQUE - CHAUFFAGE,AERATEUR - GRILLE D'AERATION - TERMINAUX DE SOUFFLAGE,1455
1000002237,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PLAT POUR FOUR,1452
1000006318,SPORT,CAMPING - CAMP DE BASE,TENTE DE CAMPING,1450
1000015385,JARDIN - PISCINE,ARROSAGE,ROBINET - RACCORD,1450
1000005864,AUTO - MOTO,PIECES,ENTRETOISE - MOYEU VOLANT,1449
1000005560,AUTO - MOTO,NETTOYAGE - LIQUIDES ENTRETIEN,HUILE MOTEUR,1443
1000014012,LIBRAIRIE,ACTUALITE - POLITIQUE - SOCIETE,FAITS DE SOCIETE,1437
1000003825,ELECTROMENAGER,GROS APPAREILS FROID,REFRIGERATEUR CLASSIQUE,1433
1000010542,CHAUSSURES - ACCESSOIRES,BASKET - SPORTSWEAR,SKATESHOES,1433
1000018376,JEUX VIDEO,ACCESSOIRES CONSOLE - JEUX,MANETTE CONSOLE,1430
1000016668,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,FAUX CILS,1430
1000015364,MEUBLE,PETIT MEUBLE COMPLEMENT,TABLE D'APPOINT - TABLE DE COMPLEMENT - GUERIDON,1428
1000001761,DECO - LINGE - LUMINAIRE,LINGE DE TABLE - CUISINE,GANT DE CUISINE - MANIQUE,1427
1000019873,SPORT,CYCLES,MAILLOT DE CYCLISTE - DEBARDEUR DE CYCLISTE - T-SHIRT DE CYCLISTE - POLO DE CYCLISTE,1426
1000014812,LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,PEINTURE,PEINTURE AQUARELLE,1425
1000002133,JARDIN - PISCINE,PISCINE,POMPE - GROUPE FILTRANT - BLOC DE FILTRATION,1423
1000005467,AUTO - MOTO,CONFORT CONDUCTEUR ET PASSAGER,ANTENNE,1422
1000008132,BRICOLAGE - OUTILLAGE - QUINCAILLERIE,MENUISERIE - HUISSERIE - CLOTURE,ACCESSOIRE DE PORTAIL - FERRONNERIE - ARRET DE PORTAIL - BUTEE DE PORTAIL -  POIGNEE DE PORTAIL - ROUE A GORGE POUR PORTAIL,1408
1000013524,INSTRUMENTS DE MUSIQUE,INSTRUMENT A CORDES,GUITARE,1405
1000014309,LIBRAIRIE,SCOLAIRE - PARASCOLAIRE,ENCYCLOPEDIE,1404
1000014307,LIBRAIRIE,SCOLAIRE - PARASCOLAIRE,ECOLE PRIMAIRE,1404
1000004296,HYGIENE - BEAUTE - PARFUM,MAQUILLAGE VISAGE - CORPS,PALETTE DE MAQUILLAGE - BOITE DE MAQUILLAGE,1404
