,cat_id,counts
1445,1000005968,878
1446,1000005970,2254
1447,1000005972,325
1448,1000005976,195
1449,1000005978,5536
1450,1000005980,155
1451,1000005986,12131
1452,1000005988,1835
1453,1000005990,3612
1454,1000005992,495
1455,1000005994,2382
1456,1000005996,3052
1457,1000005998,206
1458,1000006000,2720
1459,1000006002,21906
1460,1000006004,689
1461,1000006006,312
1462,1000006008,2687
1463,1000006010,6409
1464,1000006012,27
1465,1000006014,424
1466,1000006016,16429
1467,1000006018,3691
1468,1000006020,287
1469,1000006024,1595
1470,1000006026,539
1471,1000006028,198
1472,1000006030,1337
1473,1000006032,219
1474,1000006034,58
1475,1000006036,13
1476,1000006038,19
1477,1000006040,5332
1478,1000006042,237
1479,1000006044,186
1480,1000006046,482
1481,1000006050,966
1482,1000006052,2237
1483,1000006054,116
1484,1000006056,1695
1485,1000006058,3482
1486,1000006060,791
1487,1000006062,1577
1488,1000006064,14247
1489,1000006129,416
1490,1000006131,1302
1491,1000006137,10157
1492,1000006141,88
1493,1000006143,72
1494,1000006149,54
1495,1000006158,5115
1496,1000006160,814
1497,1000006162,523
1498,1000006173,91
1499,1000006181,4228
1500,1000006183,237
1501,1000006185,140
1502,1000006187,8526
1503,1000006190,8627
1504,1000006194,197
1505,1000006196,460
1506,1000006198,140
1507,1000006200,511
1508,1000006202,122
1509,1000006206,601
1510,1000006208,1354
1511,1000006214,670
1512,1000006239,88
1513,1000006243,20
1514,1000006245,230
1515,1000006247,61
1516,1000006249,19
1517,1000006255,202
1518,1000006306,1296
1519,1000006308,433
1520,1000006310,287
1521,1000006312,1108
1522,1000006314,3690
1523,1000006316,524
1524,1000006318,3778
1525,1000006320,1487
1526,1000006344,1576
1527,1000006346,201
1528,1000006348,96
1529,1000006350,33
1530,1000006352,1302
1531,1000006354,4178
1532,1000006356,302
1533,1000006358,2299
1534,1000006360,471
1535,1000006362,811
1536,1000006364,2856
1537,1000006366,266
1538,1000006370,1179
1539,1000006372,107
1540,1000006374,260
1541,1000006376,2411
1542,1000006378,3327
1543,1000006380,2292
1544,1000006382,632
1545,1000006384,2536
1546,1000006386,1007
1547,1000006388,58
1548,1000006390,896
1549,1000006394,347
1550,1000006396,718
1551,1000006398,3137
1552,1000006400,996
1553,1000006404,58
1554,1000006406,772
1555,1000006408,1162
1556,1000006410,251
1557,1000006412,909
1558,1000006414,1077
1559,1000006416,238
1560,1000006418,1007
1561,1000006420,2270
1562,1000006423,41
1563,1000006425,53
1564,1000006429,186
1565,1000006431,61
1566,1000006439,71
1567,1000006443,153
1568,1000006450,1075
1569,1000006452,521
1570,1000006454,483
1571,1000006456,1432
1572,1000006458,3730
1573,1000006460,454
1574,1000006462,306
1575,1000006465,622
1576,1000006467,1371
1577,1000006473,66
1578,1000006477,549
1579,1000006479,107
1580,1000006481,718
1581,1000006489,74
1582,1000006491,324
1583,1000006493,324
1584,1000006495,233
1585,1000006499,127
1586,1000006503,209
1587,1000006505,962
1588,1000006509,2369
1589,1000006511,382
1590,1000006513,1191
1591,1000006514,549
1592,1000006518,224
1593,1000006524,70
1594,1000006526,144
1595,1000006528,20
1596,1000006530,117
1597,1000006532,188
1598,1000006534,274
1599,1000006538,168
1600,1000006545,820
1601,1000006549,190
1602,1000006551,93
1603,1000006553,72
1604,1000006555,465
1605,1000006559,273
1606,1000006561,61
1607,1000006565,446
1608,1000006567,1148
1609,1000006569,5079
1610,1000006574,108
1611,1000006576,82
1612,1000006578,75
1613,1000006580,1698
1614,1000006582,254
1615,1000006584,74
1616,1000006589,94
1617,1000006591,129
1618,1000006593,208
1619,1000006599,61
1620,1000006607,83
1621,1000006611,82
1622,1000006613,155
1623,1000006617,59
1624,1000006619,600
1625,1000006621,732
1626,1000006623,325
1627,1000006629,223
1628,1000006631,2083
1629,1000006633,101
1630,1000006635,705
1631,1000006653,1023
1632,1000006671,23
1633,1000006673,3537
1634,1000006685,259
1635,1000006687,5073
1636,1000006694,860
1637,1000006696,876
1638,1000006698,147
1639,1000006700,420
1640,1000006702,620
1641,1000006704,36
1642,1000006706,3634
1643,1000006710,590
1644,1000006712,301
1645,1000006714,208
1646,1000006716,1309
1647,1000006718,43
1648,1000006720,4297
1649,1000006722,382
1650,1000006724,13144
1651,1000006726,1200
1652,1000006728,2798
1653,1000006730,4699
1654,1000006732,5189
1655,1000006734,80
1656,1000006736,70
1657,1000006738,217
1658,1000006740,526
1659,1000006742,57
1660,1000006744,139
1661,1000006748,104
1662,1000006753,110
1663,1000006763,120
1664,1000006768,1141
1665,1000006770,167
1666,1000006772,85
1667,1000006774,88
1668,1000006780,68
1669,1000006784,1844
1670,1000006786,120
1671,1000006790,334
1672,1000006792,1388
1673,1000006796,50
1674,1000006798,98
1675,1000006800,70
1676,1000006804,153
1677,1000006809,129
1678,1000006811,360
1679,1000006813,55
1680,1000006815,425
1681,1000006817,511
1682,1000006819,1508
1683,1000006825,265
1684,1000006827,142
1685,1000006829,34
1686,1000006831,274
1687,1000006833,425
1688,1000006835,334
1689,1000006837,94
1690,1000006839,142
1691,1000006841,1430
1692,1000006843,428
1693,1000006847,395
1694,1000006849,245
1695,1000006851,673
1696,1000006870,225
1697,1000006898,66
1698,1000006900,147
1699,1000006904,556
1700,1000006909,1257
1701,1000006911,620
1702,1000006913,44
1703,1000006917,162
1704,1000006921,119
1705,1000006923,586
1706,1000006931,1447
1707,1000006933,909
1708,1000006935,525
1709,1000006937,21
1710,1000006939,233
1711,1000006941,201
1712,1000006945,153
1713,1000006947,220
1714,1000006949,5501
1715,1000006953,2057
1716,1000006958,65
1717,1000006968,35
1718,1000006972,82
1719,1000006974,100
1720,1000006988,225
1721,1000006990,567
1722,1000006994,309
1723,1000006999,524
1724,1000007001,352
1725,1000007023,559
1726,1000007055,131
1727,1000007063,59
1728,1000007069,295
1729,1000007081,742
1730,1000007083,3673
1731,1000007088,1304
1732,1000007090,1611
1733,1000007096,529
1734,1000007098,970
1735,1000007102,1220
1736,1000007106,600
1737,1000007107,679
1738,1000007110,767
1739,1000007112,261
1740,1000007118,13219
1741,1000007120,222
1742,1000007122,3672
1743,1000007126,299
1744,1000007128,2348
1745,1000007130,2003
1746,1000007132,3285
1747,1000007134,1255
1748,1000007138,16214
1749,1000007142,4343
1750,1000007144,98
1751,1000007146,247
1752,1000007148,401
1753,1000007150,404
1754,1000007152,210
1755,1000007158,4497
1756,1000007162,164
1757,1000007164,874
1758,1000007166,614
1759,1000007168,35
1760,1000007170,170
1761,1000007174,692
1762,1000007176,227
1763,1000007178,147
1764,1000007180,177
1765,1000007182,408
1766,1000007211,135
1767,1000007221,44
1768,1000007223,178
1769,1000007247,1995
1770,1000007249,35
1771,1000007251,192
1772,1000007255,40
1773,1000007257,89
1774,1000007259,203
1775,1000007261,1586
1776,1000007265,4622
1777,1000007276,140
1778,1000007282,235
1779,1000007284,1504
1780,1000007291,56
1781,1000007300,900
1782,1000007306,284
1783,1000007308,67
1784,1000007316,4510
1785,1000007318,292
1786,1000007320,320
1787,1000007324,70
1788,1000007326,112
1789,1000007338,1814
1790,1000007342,61
1791,1000007345,22927
1792,1000007347,348
1793,1000007349,514
1794,1000007351,493
1795,1000007353,426
1796,1000007355,2178
1797,1000007357,396
1798,1000007359,284
1799,1000007361,9331
1800,1000007365,4108
1801,1000007367,30
1802,1000007369,632
1803,1000007377,456
1804,1000007385,261
1805,1000007387,41
1806,1000007393,43
1807,1000007399,35
1808,1000007401,599
1809,1000007403,357
1810,1000007409,2802
1811,1000007414,929
1812,1000007418,185
1813,1000007422,60
1814,1000007424,1853
1815,1000007429,390
1816,1000007431,271
1817,1000007433,942
1818,1000007437,583
1819,1000007439,111
1820,1000007441,354
1821,1000007443,384
1822,1000007447,409
1823,1000007449,630
1824,1000007477,2465
1825,1000007543,8500
1826,1000007545,911
1827,1000007547,2181
1828,1000007558,29
1829,1000007560,201
1830,1000007566,118
1831,1000007570,17
1832,1000007574,257
1833,1000007576,42
1834,1000007578,123
1835,1000007580,160
1836,1000007582,96
1837,1000007586,389
1838,1000007590,369
1839,1000007592,159
1840,1000007594,96
1841,1000007596,37
1842,1000007598,68
1843,1000007600,233
1844,1000007602,45
1845,1000007609,5509
1846,1000007698,1336
1847,1000007700,470
1848,1000007720,179
1849,1000007722,3428
1850,1000007730,272
1851,1000007742,815
1852,1000007744,110
1853,1000007748,213
1854,1000007750,80
1855,1000007754,608
1856,1000007758,268
1857,1000007760,24
1858,1000007762,48
1859,1000007764,174
1860,1000007766,42
1861,1000007768,169
1862,1000007772,468
1863,1000007786,51
1864,1000007804,22088
1865,1000007807,768
1866,1000007809,91
1867,1000007811,153
1868,1000007820,266
1869,1000007824,38
1870,1000007833,1461
1871,1000007835,42
1872,1000007857,55
1873,1000007859,48
1874,1000007879,1019
1875,1000007882,102
1876,1000007886,734
1877,1000007888,134
1878,1000007890,39
1879,1000007892,102
1880,1000007894,921
1881,1000007898,108
1882,1000007900,118
1883,1000007902,145
1884,1000007904,88
1885,1000007906,344
1886,1000007914,98
1887,1000007916,713
1888,1000007918,272
1889,1000007920,23
1890,1000007922,118
1891,1000007924,58
1892,1000007926,541
1893,1000007967,183
1894,1000007984,46
1895,1000008045,254
1896,1000008049,685
1897,1000008051,52
1898,1000008058,83
1899,1000008060,67
1900,1000008062,303
1901,1000008064,174
1902,1000008066,44
1903,1000008068,381
1904,1000008070,219
1905,1000008080,1477
1906,1000008082,633
1907,1000008092,84
1908,1000008094,80024
1909,1000008105,501
1910,1000008132,1812
1911,1000008134,955
1912,1000008153,56
1913,1000008221,82
1914,1000008363,470
1915,1000008365,5807
1916,1000008367,1144
1917,1000008381,418
1918,1000008387,278
1919,1000008395,45
1920,1000008401,155
1921,1000008405,227
1922,1000008423,141
1923,1000008425,432
1924,1000008431,950
1925,1000008441,85
1926,1000008476,151
1927,1000008492,88
1928,1000008528,98
1929,1000008531,198
1930,1000008533,566
1931,1000008535,605
1932,1000008537,225
1933,1000008539,176
1934,1000008541,346
1935,1000008543,47
1936,1000008545,20
1937,1000008556,95
1938,1000008558,22047
1939,1000008560,4007
1940,1000008573,42
1941,1000008577,58
1942,1000008579,862
1943,1000008595,555
1944,1000008597,44
1945,1000008599,86
1946,1000008601,91
1947,1000008607,58
1948,1000008611,80
1949,1000008617,16
1950,1000008619,247
1951,1000008621,1164
1952,1000008623,142
1953,1000008633,30
1954,1000008656,290
1955,1000008662,133
1956,1000008670,439
1957,1000008672,214
1958,1000008676,78
1959,1000008678,68
1960,1000008680,291
1961,1000008684,77
1962,1000008692,748
1963,1000008741,1043
1964,1000008747,282
1965,1000008749,865
1966,1000008753,1281
1967,1000008755,247
1968,1000008757,1001
1969,1000008759,6428
1970,1000008761,450
1971,1000008763,870
1972,1000008765,2793
1973,1000008767,778
1974,1000008770,17580
1975,1000008772,5532
1976,1000008774,1377
1977,1000008776,1137
1978,1000008778,2725
1979,1000008780,17273
1980,1000008782,40003
1981,1000008786,12223
1982,1000008788,5100
1983,1000008791,4135
1984,1000008793,703
1985,1000008795,873
1986,1000008797,421
1987,1000008799,2355
1988,1000008801,346
1989,1000008803,444
1990,1000008805,3868
1991,1000008808,117
1992,1000008810,652
1993,1000008812,643
1994,1000008816,57
1995,1000008818,853
1996,1000008822,29
1997,1000008824,138
1998,1000008826,1323
1999,1000008830,872
2000,1000008834,57
2001,1000008836,70
2002,1000008838,209
2003,1000008843,614
2004,1000008848,232
2005,1000008852,10261
2006,1000008854,2926
2007,1000008856,22762
2008,1000008858,303
2009,1000008862,327
2010,1000008864,4341
2011,1000008866,9195
2012,1000008868,5711
2013,1000008870,307
2014,1000008872,503
2015,1000008874,269
2016,1000008877,830
2017,1000008881,106
2018,1000008883,138
2019,1000008885,30
2020,1000008887,202
2021,1000008889,280
2022,1000008891,318
2023,1000008894,43
2024,1000008896,234
2025,1000008900,50
2026,1000008904,8462
2027,1000008908,25
2028,1000008910,25
2029,1000008912,80
2030,1000008914,46
2031,1000008916,721
2032,1000008918,967
2033,1000008925,41735
2034,1000008927,1174
2035,1000008929,264
2036,1000008933,5115
2037,1000008935,1402
2038,1000008937,436
2039,1000008939,13899
2040,1000008941,6260
2041,1000008943,1385
2042,1000008947,3062
2043,1000008949,2492
2044,1000008952,10210
2045,1000008954,1391
2046,1000008956,13084
2047,1000008958,21830
2048,1000008960,1758
2049,1000008962,3793
2050,1000008964,334
2051,1000008966,5671
2052,1000008969,227
2053,1000008971,59
2054,1000008973,406
2055,1000008975,685
2056,1000008979,196
2057,1000008981,341
2058,1000008983,97
2059,1000008985,208
2060,1000008987,2136
2061,1000008989,758
2062,1000008991,576
2063,1000008993,67
2064,1000008996,270
2065,1000008998,127
2066,1000008999,45
2067,1000009001,276
2068,1000009045,2502
2069,1000009049,234
2070,1000009052,38743
2071,1000009054,30981
2072,1000009056,282
2073,1000009058,2478
2074,1000009075,1653
2075,1000009077,460
2076,1000009084,19736
2077,1000009086,100
2078,1000009088,10997
2079,1000009092,43
2080,1000009102,154
2081,1000009104,3212
2082,1000009116,153
2083,1000009118,88
2084,1000009120,141
2085,1000009126,73
2086,1000009132,232
2087,1000009244,27
2088,1000009267,1104
2089,1000009281,70
2090,1000009283,200
2091,1000009285,54
2092,1000009287,169
2093,1000009291,270
2094,1000009303,314
2095,1000009314,223
2096,1000009316,578
2097,1000009368,315
2098,1000009372,133
2099,1000009374,85
2100,1000009376,1684
2101,1000009388,496
2102,1000009398,306
2103,1000009407,130
2104,1000009557,520
2105,1000009559,1298
2106,1000009561,321
2107,1000009577,333
2108,1000009579,245
2109,1000009581,66
2110,1000009583,364
2111,1000009585,876
2112,1000009587,221
2113,1000009589,188
2114,1000009591,565
2115,1000009593,87
2116,1000009598,131
2117,1000009602,73
2118,1000009606,108
2119,1000009612,34
2120,1000009628,65
2121,1000009632,956
2122,1000009634,516
2123,1000009640,109
2124,1000009642,120
2125,1000009644,117
2126,1000009650,876
2127,1000009659,114
2128,1000009661,4050
2129,1000009663,112
2130,1000009665,688
2131,1000009667,2527
2132,1000009669,5082
2133,1000009671,2438
2134,1000009889,936
2135,1000009912,125
2136,1000009918,72
2137,1000009930,2741
2138,1000009932,3190
2139,1000009934,260
2140,1000009936,60
2141,1000009938,83
2142,1000009944,569
2143,1000009946,1372
2144,1000009948,284
2145,1000009950,12163
2146,1000009952,1118
2147,1000009954,484
2148,1000009956,246
2149,1000009958,5885
2150,1000009962,345
2151,1000009964,276
2152,1000009968,263
2153,1000009970,66
2154,1000009972,456
2155,1000009979,2759
2156,1000009983,580
2157,1000009985,558
2158,1000009987,210
2159,1000009989,1368
2160,1000009991,1162
2161,1000009993,10751
2162,1000009995,581
2163,1000009997,533
2164,1000009999,29
2165,1000010001,17687
2166,1000010003,67
2167,1000010005,1239
2168,1000010007,144
2169,1000010009,788
2170,1000010011,569
2171,1000010013,341
2172,1000010015,155
2173,1000010017,445
2174,1000010020,11015
2175,1000010022,1031
2176,1000010024,3097
2177,1000010026,12701
2178,1000010029,38603
2179,1000010031,375
2180,1000010033,2962
2181,1000010035,161
2182,1000010037,2505
2183,1000010039,8932
2184,1000010042,266
2185,1000010045,2111
2186,1000010047,20942
2187,1000010049,7889
2188,1000010051,1621
2189,1000010053,36612
2190,1000010055,51752
2191,1000010057,984
2192,1000010059,219
2193,1000010061,79892
2194,1000010063,740
2195,1000010065,6943
2196,1000010067,16086
2197,1000010072,340
2198,1000010076,267
2199,1000010078,6159
2200,1000010080,1181
2201,1000010082,14067
2202,1000010084,1584
2203,1000010086,37310
2204,1000010088,4663
2205,1000010090,6750
2206,1000010092,5695
2207,1000010094,5937
2208,1000010098,1998
2209,1000010100,80059
2210,1000010102,225
2211,1000010104,1988
2212,1000010106,6375
2213,1000010108,79957
2214,1000010110,80348
2215,1000010112,7181
2216,1000010114,5199
2217,1000010116,19333
2218,1000010118,927
2219,1000010120,14012
2220,1000010122,1330
2221,1000010124,6887
2222,1000010126,22206
2223,1000010128,62914
2224,1000010132,11964
2225,1000010134,378
2226,1000010136,79922
2227,1000010139,42
2228,1000010141,92
2229,1000010143,321
2230,1000010145,1561
2231,1000010149,5818
2232,1000010151,53142
2233,1000010153,14044
2234,1000010155,126
2235,1000010162,1055
2236,1000010164,6953
2237,1000010166,366
2238,1000010168,3529
2239,1000010170,80022
2240,1000010172,724
2241,1000010174,3218
2242,1000010176,1131
2243,1000010178,1822
2244,1000010180,1330
2245,1000010182,400
2246,1000010186,113
2247,1000010214,63
2248,1000010218,120
2249,1000010359,2281
2250,1000010361,19550
2251,1000010365,2332
2252,1000010377,7661
2253,1000010379,32545
2254,1000010383,17595
2255,1000010385,215
2256,1000010387,3099
2257,1000010389,2636
2258,1000010391,2134
2259,1000010393,57208
2260,1000010399,661
2261,1000010401,11014
2262,1000010404,204
2263,1000010408,457
2264,1000010410,2863
2265,1000010412,270
2266,1000010414,123
2267,1000010416,1627
2268,1000010418,242
2269,1000010428,32
2270,1000010438,36
2271,1000010443,2409
2272,1000010447,365
2273,1000010451,1915
2274,1000010453,2811
2275,1000010455,72
2276,1000010457,179
2277,1000010459,698
2278,1000010461,3437
2279,1000010463,296
2280,1000010465,289
2281,1000010467,103
2282,1000010469,834
2283,1000010473,162
2284,1000010538,80011
2285,1000010540,1189
2286,1000010542,4137
2287,1000010544,2844
2288,1000010547,45028
2289,1000010549,4282
2290,1000010551,48066
2291,1000010554,6955
2292,1000010556,11728
2293,1000010562,1516
2294,1000010568,1450
2295,1000010573,817
2296,1000010575,1821
2297,1000010577,1274
2298,1000010579,191
2299,1000010581,1609
2300,1000010583,1648
2301,1000010585,5083
2302,1000010587,3718
2303,1000010589,1498
2304,1000010591,2655
2305,1000010593,735
2306,1000010595,138
2307,1000010597,241
2308,1000010603,34
2309,1000010608,53873
2310,1000010610,4943
2311,1000010617,77
2312,1000010619,2600
2313,1000010621,134
2314,1000010624,368
2315,1000010629,876
2316,1000010631,561
2317,1000010633,2327
2318,1000010635,80054
2319,1000010637,1058
2320,1000010639,1310
2321,1000010641,79975
2322,1000010643,151
2323,1000010645,72777
2324,1000010647,80112
2325,1000010649,306
2326,1000010651,3311
2327,1000010653,79838
2328,1000010655,98
2329,1000010657,56
2330,1000010659,1596
2331,1000010661,79917
2332,1000010663,79934
2333,1000010665,1523
2334,1000010667,80012
2335,1000010669,491
2336,1000010671,458
2337,1000010673,4846
2338,1000010675,7049
2339,1000010677,29186
2340,1000010679,660
2341,1000010681,12913
2342,1000010683,69563
2343,1000010686,5760
2344,1000010694,298
2345,1000010696,267
2346,1000010700,153
2347,1000010702,3098
2348,1000010706,1247
2349,1000010708,1155
2350,1000010712,2202
2351,1000010714,1037
2352,1000010716,6196
2353,1000010718,10124
2354,1000010720,334
2355,1000010722,79956
2356,1000010724,10500
2357,1000010726,44439
2358,1000010730,672
2359,1000010732,299
2360,1000010734,6940
2361,1000010737,194
2362,1000010739,36
2363,1000010754,521
2364,1000010756,169
2365,1000010759,2625
2366,1000010761,283
2367,1000010763,186
2368,1000010766,676
2369,1000010768,37
2370,1000010771,2174
2371,1000010773,824
2372,1000010778,6410
2373,1000010780,82
2374,1000010782,2567
2375,1000010787,2041
2376,1000010789,5222
2377,1000010791,1079
2378,1000010793,726
2379,1000010803,1382
2380,1000010806,1579
2381,1000010808,974
2382,1000010812,197
2383,1000010816,63
2384,1000010820,3567
2385,1000010826,478
2386,1000010830,5074
2387,1000010832,3942
2388,1000010834,109
2389,1000010836,4313
2390,1000010840,1302
2391,1000010842,71
2392,1000010844,234
2393,1000010847,616
2394,1000010849,3841
2395,1000010851,1533
2396,1000010855,2394
2397,1000010857,571
2398,1000010859,157
2399,1000010863,1837
2400,1000010865,1217
2401,1000010868,842
2402,1000010874,2528
2403,1000010876,130
2404,1000010878,992
2405,1000010882,327
2406,1000010884,5622
2407,1000010887,907
2408,1000010891,43
2409,1000010893,30
2410,1000010904,12409
2411,1000010906,31105
2412,1000010908,115
2413,1000010910,2666
2414,1000010914,192
2415,1000010918,6374
2416,1000010920,216
2417,1000010922,940
2418,1000010924,2424
2419,1000010926,96
2420,1000010928,6844
2421,1000010930,68
2422,1000010933,1389
2423,1000010935,4609
2424,1000010939,210
2425,1000010941,109
2426,1000010943,118
2427,1000010946,711
2428,1000010948,1564
2429,1000010950,1263
2430,1000010952,337
2431,1000010954,1237
2432,1000010956,501
2433,1000010961,47571
2434,1000010963,796
2435,1000010967,1826
2436,1000010969,440
2437,1000010972,459
2438,1000010976,520
2439,1000010981,488
2440,1000010983,260
2441,1000010985,111
2442,1000010989,3500
2443,1000010994,118
2444,1000010996,1078
2445,1000010998,5045
2446,1000011000,147
2447,1000011002,745
2448,1000011004,1807
2449,1000011007,2213
2450,1000011009,725
2451,1000011012,234
2452,1000011014,67
2453,1000011020,1161
2454,1000011022,29
2455,1000011030,85
2456,1000011035,182
2457,1000011037,2357
2458,1000011044,2285
2459,1000011046,36346
2460,1000011048,6641
2461,1000011335,1232
2462,1000011345,3489
2463,1000011347,652
2464,1000011349,75768
2465,1000011353,151
2466,1000011355,96
2467,1000011357,131
2468,1000011367,3471
2469,1000011371,1493
2470,1000011375,39
2471,1000011377,35584
2472,1000011379,137
2473,1000011383,1354
2474,1000011386,257
2475,1000011388,7229
2476,1000011391,571
2477,1000011393,856
2478,1000011395,215
2479,1000011397,19294
2480,1000011401,27323
2481,1000011403,6922
2482,1000011405,674
2483,1000011407,1692
2484,1000011409,411
2485,1000011411,83
2486,1000011415,445
2487,1000011418,15175
2488,1000011420,651
2489,1000011423,80069
2490,1000011427,80009
2491,1000011429,3049
2492,1000011431,749
2493,1000011433,331
2494,1000011435,5474
2495,1000011437,3321
2496,1000011439,1505
2497,1000011443,789
2498,1000011445,71
2499,1000011448,11836
2500,1000011450,176
2501,1000011454,700
2502,1000011456,1602
2503,1000011460,15941
2504,1000011462,6676
2505,1000011464,6287
2506,1000011466,213
2507,1000011468,1411
2508,1000011470,429
2509,1000011473,10061
2510,1000011475,1873
2511,1000011477,932
2512,1000011481,30
2513,1000011483,75
2514,1000011485,50
2515,1000011487,107
2516,1000011505,18
2517,1000011519,39
2518,1000011522,153
2519,1000011524,118
2520,1000011530,687
2521,1000011566,36239
2522,1000011580,43
2523,1000011582,75
2524,1000011586,49
2525,1000011588,74
2526,1000011590,163
2527,1000011594,79
2528,1000011596,495
2529,1000011598,1223
2530,1000011600,195
2531,1000011605,42
2532,1000011609,131
2533,1000011631,94
2534,1000011634,1459
2535,1000011636,1216
2536,1000011638,30
2537,1000011642,1573
2538,1000011644,200
2539,1000011646,308
2540,1000011665,49
2541,1000011675,136
2542,1000011684,168
2543,1000011686,86
2544,1000011688,39
2545,1000011690,309
2546,1000011696,43
2547,1000011700,438
2548,1000011702,35
2549,1000011704,131
2550,1000011706,14
2551,1000011711,89
2552,1000011715,427
2553,1000011717,20
2554,1000011719,58
2555,1000011732,1002
2556,1000011734,195
2557,1000011736,37
2558,1000011738,52
2559,1000011740,45
2560,1000011742,103
2561,1000011744,78
2562,1000011748,276
2563,1000011754,1230
2564,1000011756,242
2565,1000011760,29
2566,1000011765,111
2567,1000011769,263
2568,1000011798,29
2569,1000011804,164
2570,1000011817,670
2571,1000011829,205
2572,1000011831,42
2573,1000011849,385
2574,1000011853,64
2575,1000011855,38
2576,1000011860,101
2577,1000011872,44
2578,1000011877,62
2579,1000011879,50
2580,1000011883,123
2581,1000011889,48
2582,1000011893,182
2583,1000011896,58
2584,1000011900,292
2585,1000011902,107
2586,1000011904,39
2587,1000011913,50
2588,1000011915,786
2589,1000011919,52
2590,1000011926,27
2591,1000011930,23
2592,1000011942,42
2593,1000011945,72
2594,1000011947,603
2595,1000011953,24
2596,1000011955,12
2597,1000011959,601
2598,1000011961,62
2599,1000011963,77
2600,1000011965,399
2601,1000011967,14
2602,1000011971,32
2603,1000011973,23
2604,1000011975,185
2605,1000011977,77
2606,1000011979,125
2607,1000011981,402
2608,1000011984,37
2609,1000011993,23
2610,1000012017,24
2611,1000012022,62
2612,1000012024,786
2613,1000012028,6953
2614,1000012030,279
2615,1000012032,16
2616,1000012037,65
2617,1000012039,183
2618,1000012041,76
2619,1000012043,268
2620,1000012045,46
2621,1000012047,37
2622,1000012050,108
2623,1000012052,33
2624,1000012058,189
2625,1000012060,36
2626,1000012064,366
2627,1000012066,217
2628,1000012074,32
2629,1000012081,82
2630,1000012086,57
2631,1000012105,365
2632,1000012107,503
2633,1000012109,1876
2634,1000012111,248
2635,1000012113,430
2636,1000012115,175
2637,1000012117,345
2638,1000012119,29
2639,1000012121,99
2640,1000012123,1578
2641,1000012124,122
2642,1000012127,139
2643,1000012129,144
2644,1000012131,3843
2645,1000012133,4026
2646,1000012139,29
2647,1000012141,3367
2648,1000012143,6223
2649,1000012145,3921
2650,1000012147,5081
2651,1000012151,205
2652,1000012153,121
2653,1000012155,215
2654,1000012162,60
2655,1000012164,152
2656,1000012168,19
2657,1000012170,32
2658,1000012176,60
2659,1000012186,71
2660,1000012192,20
2661,1000012195,287
2662,1000012197,122
2663,1000012201,43
2664,1000012203,183
2665,1000012213,631
2666,1000012217,75
2667,1000012219,46
2668,1000012221,204
2669,1000012226,216
2670,1000012228,329
2671,1000012230,79
2672,1000012234,383
2673,1000012236,553
2674,1000012238,1250
2675,1000012243,560
2676,1000012245,571
2677,1000012249,84
2678,1000012251,230
2679,1000012253,58
2680,1000012255,568
2681,1000012259,24
2682,1000012262,252
2683,1000012264,470
2684,1000012267,1043
2685,1000012269,178
2686,1000012271,763
2687,1000012273,1469
2688,1000012275,130
2689,1000012277,29
2690,1000012281,814
2691,1000012283,438
2692,1000012285,225
2693,1000012287,19
2694,1000012289,402
2695,1000012291,6479
2696,1000012293,155
2697,1000012295,372
2698,1000012297,101
2699,1000012299,425
2700,1000012301,696
2701,1000012304,274
2702,1000012306,46
2703,1000012308,42
2704,1000012312,157
2705,1000012314,145
2706,1000012318,41
2707,1000012320,79
2708,1000012324,29
2709,1000012326,137
2710,1000012328,237
2711,1000012330,55
2712,1000012332,386
2713,1000012334,139
2714,1000012336,208
2715,1000012338,1217
2716,1000012340,174
2717,1000012342,532
2718,1000012344,168
2719,1000012346,210
2720,1000012348,120
2721,1000012350,321
2722,1000012352,274
2723,1000012354,103
2724,1000012356,1005
2725,1000012359,493
2726,1000012361,417
2727,1000012364,21
2728,1000012366,920
2729,1000012371,355
2730,1000012373,125
2731,1000012377,1532
2732,1000012379,59
2733,1000012381,888
2734,1000012383,524
2735,1000012385,739
2736,1000012387,382
2737,1000012389,393
2738,1000012391,405
2739,1000012393,329
2740,1000012395,324
2741,1000012397,157
2742,1000012399,3624
2743,1000012401,370
2744,1000012403,170
2745,1000012405,213
2746,1000012408,1226
2747,1000012410,121
2748,1000012412,148
2749,1000012414,4774
2750,1000012416,2864
2751,1000012418,2113
2752,1000012420,3268
2753,1000012421,92
2754,1000012423,1788
2755,1000012426,3105
2756,1000012428,613
2757,1000012430,98
2758,1000012434,450
2759,1000012436,105
2760,1000012439,211
2761,1000012441,2502
2762,1000012443,3554
2763,1000012447,9272
2764,1000012451,468
2765,1000012457,300
2766,1000012459,182
2767,1000012461,85
2768,1000012468,23
2769,1000012476,921
2770,1000012487,397
2771,1000012493,895
2772,1000012495,414
2773,1000012497,297
2774,1000012499,224
2775,1000012501,1632
2776,1000012503,132
2777,1000012505,238
2778,1000012509,6292
2779,1000012511,538
2780,1000012513,2481
2781,1000012515,55
2782,1000012518,319
2783,1000012520,157
2784,1000012522,147
2785,1000012524,43
2786,1000012527,932
2787,1000012529,29
2788,1000012531,18
2789,1000012533,53
2790,1000012537,73
2791,1000012540,10563
2792,1000012542,348
2793,1000012544,193
2794,1000012546,401
2795,1000012548,117
2796,1000012550,1681
2797,1000012552,414
2798,1000012554,617
2799,1000012556,5936
2800,1000012558,24154
